Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Yersinia infection	1/137	4.315148e-01	4.504825e-01	0	0	1.795752e+00	1.509246e+00	RPS6KA1
KEGG_2021_Human	Estrogen signaling pathway	1/137	4.315148e-01	4.504825e-01	0	0	1.795752e+00	1.509246e+00	RAF1
KEGG_2021_Human	Insulin signaling pathway	1/137	4.315148e-01	4.504825e-01	0	0	1.795752e+00	1.509246e+00	RAF1
KEGG_2021_Human	Retrograde endocannabinoid signaling	1/148	4.568102e-01	4.742838e-01	0	0	1.660452e+00	1.300943e+00	PRKCA
KEGG_2021_Human	Non-alcoholic fatty liver disease	1/155	4.723249e-01	4.877268e-01	0	0	1.584416e+00	1.188451e+00	TNFRSF1A
KEGG_2021_Human	Tight junction	1/169	5.020530e-01	5.156220e-01	0	0	1.451352e+00	1.000054e+00	NEDD4L
KEGG_2021_Human	NOD-like receptor signaling pathway	1/181	5.262130e-01	5.375295e-01	0	0	1.353772e+00	8.691883e-01	IKBKE
KEGG_2021_Human	Alcoholism	1/186	5.359346e-01	5.416360e-01	0	0	1.316850e+00	8.213764e-01	RAF1
KEGG_2021_Human	RNA transport	1/186	5.359346e-01	5.416360e-01	0	0	1.316850e+00	8.213764e-01	RANBP2
KEGG_2021_Human	Thermogenesis	1/232	6.166136e-01	6.198761e-01	0	0	1.052162e+00	5.087336e-01	RPS6KA1
KEGG_2021_Human	Parkinson disease	1/249	6.427806e-01	6.427806e-01	0	0	9.791916e-01	4.327555e-01	PSMA6
