Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	regulation of fertilization (GO:0080154)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	PLCB1
GO_Biological_Process_2018	negative regulation of peptidyl-threonine phosphorylation (GO:0010801)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	SMAD7
GO_Biological_Process_2018	maintenance of protein location in nucleus (GO:0051457)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	BCL3
GO_Biological_Process_2018	embryonic cranial skeleton morphogenesis (GO:0048701)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	TGFBR1
GO_Biological_Process_2018	cytoplasmic sequestering of protein (GO:0051220)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	NFKBIA
GO_Biological_Process_2018	negative regulation of cytokine production involved in immune response (GO:0002719)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	SMAD7
GO_Biological_Process_2018	regulation of cell junction assembly (GO:1901888)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	RUNX1
GO_Biological_Process_2018	regulation of mitotic metaphase/anaphase transition (GO:0030071)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	NEK6
GO_Biological_Process_2018	negative regulation of RNA metabolic process (GO:0051253)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	NCOR2
GO_Biological_Process_2018	positive regulation of cell differentiation (GO:0045597)	2/194	1.585642e-02	4.382438e-02	0	0	1.145139e+01	4.745663e+01	SMAD3;TGFBR1
GO_Biological_Process_2018	aorta morphogenesis (GO:0035909)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	RBPJ
GO_Biological_Process_2018	regulation of bicellular tight junction assembly (GO:2000810)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	RUNX1
GO_Biological_Process_2018	negative regulation of NF-kappaB import into nucleus (GO:0042347)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	NFKBIA
GO_Biological_Process_2018	positive regulation of cardiac muscle tissue growth (GO:0055023)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	RBPJ
GO_Biological_Process_2018	regulation of membrane depolarization (GO:0003254)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	SMAD7
GO_Biological_Process_2018	G-protein coupled acetylcholine receptor signaling pathway (GO:0007213)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	PLCB1
GO_Biological_Process_2018	mesenchyme development (GO:0060485)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	TGFBR1
GO_Biological_Process_2018	negative regulation of lipid storage (GO:0010888)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	NFKBIA
GO_Biological_Process_2018	cytoplasmic sequestering of transcription factor (GO:0042994)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	NFKBIA
GO_Biological_Process_2018	positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	PLCB1
GO_Biological_Process_2018	regulation of acrosome reaction (GO:0060046)	1/16	1.588634e-02	4.382438e-02	0	0	7.005263e+01	2.901787e+02	PLCB1
GO_Biological_Process_2018	positive regulation of cholesterol transport (GO:0032376)	1/17	1.687123e-02	4.520955e-02	0	0	6.567105e+01	2.680788e+02	NFKBIA
GO_Biological_Process_2018	pharyngeal system development (GO:0060037)	1/17	1.687123e-02	4.520955e-02	0	0	6.567105e+01	2.680788e+02	TGFBR1
GO_Biological_Process_2018	negative regulation of interleukin-8 production (GO:0032717)	1/17	1.687123e-02	4.520955e-02	0	0	6.567105e+01	2.680788e+02	BCL3
GO_Biological_Process_2018	regulation of B cell receptor signaling pathway (GO:0050855)	1/17	1.687123e-02	4.520955e-02	0	0	6.567105e+01	2.680788e+02	RUNX1
GO_Biological_Process_2018	positive regulation of transcription of Notch receptor target (GO:0007221)	1/17	1.687123e-02	4.520955e-02	0	0	6.567105e+01	2.680788e+02	RBPJ
GO_Biological_Process_2018	regulation of cell growth (GO:0001558)	2/201	1.695358e-02	4.520955e-02	0	0	1.104467e+01	4.503216e+01	SMAD3;TGFBR1
GO_Biological_Process_2018	positive regulation of signal transduction (GO:0009967)	2/206	1.775675e-02	4.583152e-02	0	0	1.077124e+01	4.341876e+01	RBPJ;TGFBR1
GO_Biological_Process_2018	modulation by virus of host morphology or physiology (GO:0019048)	1/18	1.785520e-02	4.583152e-02	0	0	6.180495e+01	2.487934e+02	SMAD3
GO_Biological_Process_2018	regulation of cholesterol efflux (GO:0010874)	1/18	1.785520e-02	4.583152e-02	0	0	6.180495e+01	2.487934e+02	NFKBIA
GO_Biological_Process_2018	negative regulation of peptidyl-serine phosphorylation (GO:0033137)	1/18	1.785520e-02	4.583152e-02	0	0	6.180495e+01	2.487934e+02	SMAD7
GO_Biological_Process_2018	establishment or maintenance of apical/basal cell polarity (GO:0035088)	1/18	1.785520e-02	4.583152e-02	0	0	6.180495e+01	2.487934e+02	PARD3B
GO_Biological_Process_2018	positive regulation of morphogenesis of an epithelium (GO:1905332)	1/18	1.785520e-02	4.583152e-02	0	0	6.180495e+01	2.487934e+02	RREB1
GO_Biological_Process_2018	maintenance of protein localization in organelle (GO:0072595)	1/18	1.785520e-02	4.583152e-02	0	0	6.180495e+01	2.487934e+02	BCL3
GO_Biological_Process_2018	nucleosome disassembly (GO:0006337)	1/19	1.883822e-02	4.732088e-02	0	0	5.836842e+01	2.318316e+02	SMARCE1
GO_Biological_Process_2018	chromatin disassembly (GO:0031498)	1/19	1.883822e-02	4.732088e-02	0	0	5.836842e+01	2.318316e+02	SMARCE1
GO_Biological_Process_2018	acetylcholine receptor signaling pathway (GO:0095500)	1/19	1.883822e-02	4.732088e-02	0	0	5.836842e+01	2.318316e+02	PLCB1
GO_Biological_Process_2018	positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)	1/19	1.883822e-02	4.732088e-02	0	0	5.836842e+01	2.318316e+02	SMAD3
GO_Biological_Process_2018	regulation of cell cycle (GO:0051726)	2/215	1.924279e-02	4.732088e-02	0	0	1.031142e+01	4.073651e+01	MECOM;NEK6
GO_Biological_Process_2018	positive regulation of interleukin-2 production (GO:0032743)	1/20	1.982031e-02	4.732088e-02	0	0	5.529363e+01	2.168090e+02	RUNX1
GO_Biological_Process_2018	regulation of epidermal cell differentiation (GO:0045604)	1/20	1.982031e-02	4.732088e-02	0	0	5.529363e+01	2.168090e+02	RUNX1
GO_Biological_Process_2018	regulation of regulatory T cell differentiation (GO:0045589)	1/20	1.982031e-02	4.732088e-02	0	0	5.529363e+01	2.168090e+02	RUNX1
GO_Biological_Process_2018	regulation of response to cytokine stimulus (GO:0060759)	1/20	1.982031e-02	4.732088e-02	0	0	5.529363e+01	2.168090e+02	RUNX1
GO_Biological_Process_2018	mitochondrial respiratory chain complex IV assembly (GO:0033617)	1/20	1.982031e-02	4.732088e-02	0	0	5.529363e+01	2.168090e+02	SMIM20
GO_Biological_Process_2018	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	1/20	1.982031e-02	4.732088e-02	0	0	5.529363e+01	2.168090e+02	BCL3
GO_Biological_Process_2018	positive regulation of cytokine production (GO:0001819)	2/220	2.009048e-02	4.732088e-02	0	0	1.007238e+01	3.935790e+01	PLCB1;RUNX1
GO_Biological_Process_2018	positive regulation of cell migration (GO:0030335)	2/221	2.026190e-02	4.732088e-02	0	0	1.002588e+01	3.909102e+01	RREB1;TGFBR1
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	RBPJ
GO_Biological_Process_2018	positive regulation of cellular component movement (GO:0051272)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	TGFBR1
GO_Biological_Process_2018	positive regulation of BMP signaling pathway (GO:0030513)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	RBPJ
GO_Biological_Process_2018	regulation of interleukin-2 production (GO:0032663)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	RUNX1
GO_Biological_Process_2018	positive regulation of lamellipodium organization (GO:1902745)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	RREB1
GO_Biological_Process_2018	negative regulation of cytokine biosynthetic process (GO:0042036)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	BCL3
GO_Biological_Process_2018	protein-DNA complex disassembly (GO:0032986)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	SMARCE1
GO_Biological_Process_2018	embryonic skeletal system morphogenesis (GO:0048704)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	TGFBR1
GO_Biological_Process_2018	cellular protein complex localization (GO:0034629)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	SMAD7
GO_Biological_Process_2018	ventricular cardiac muscle tissue development (GO:0003229)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	SMAD7
GO_Biological_Process_2018	mitochondrial respiratory chain complex IV biogenesis (GO:0097034)	1/21	2.080147e-02	4.732088e-02	0	0	5.252632e+01	2.034203e+02	SMIM20
GO_Biological_Process_2018	regulation of ERBB signaling pathway (GO:1901184)	1/22	2.178169e-02	4.908550e-02	0	0	5.002256e+01	1.914206e+02	RBPJ
GO_Biological_Process_2018	protein complex localization (GO:0031503)	1/22	2.178169e-02	4.908550e-02	0	0	5.002256e+01	1.914206e+02	SMAD7
GO_Biological_Process_2018	apoptotic process (GO:0006915)	2/231	2.201007e-02	4.936838e-02	0	0	9.583212e+00	3.657198e+01	NFKBIA;AHR
GO_Biological_Process_2018	regulation of signal transduction (GO:0009966)	2/233	2.236706e-02	4.988709e-02	0	0	9.499278e+00	3.609883e+01	PLCB1;RUNX1
GO_Biological_Process_2018	positive regulation of cell cycle G1/S phase transition (GO:1902808)	1/23	2.276098e-02	4.988709e-02	0	0	4.774641e+01	1.806107e+02	PLCB1
GO_Biological_Process_2018	negative regulation of transcription factor import into nucleus (GO:0042992)	1/23	2.276098e-02	4.988709e-02	0	0	4.774641e+01	1.806107e+02	NFKBIA
GO_Biological_Process_2018	positive regulation of ERBB signaling pathway (GO:1901186)	1/23	2.276098e-02	4.988709e-02	0	0	4.774641e+01	1.806107e+02	RBPJ
GO_Biological_Process_2018	regulation of chondrocyte differentiation (GO:0032330)	1/23	2.276098e-02	4.988709e-02	0	0	4.774641e+01	1.806107e+02	TGFBR1
GO_Biological_Process_2018	regulation of cellular senescence (GO:2000772)	1/24	2.373934e-02	5.113815e-02	0	0	4.566819e+01	1.708274e+02	NEK6
GO_Biological_Process_2018	cytokine-mediated signaling pathway (GO:0019221)	3/633	2.408768e-02	5.113815e-02	0	0	5.420168e+00	2.019584e+01	NFKBIA;IL4R;PLCB1
GO_Biological_Process_2018	regulation of apoptotic signaling pathway (GO:2001233)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	TGFBR1
GO_Biological_Process_2018	positive regulation of embryonic development (GO:0040019)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	PLCB1
GO_Biological_Process_2018	response to alcohol (GO:0097305)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	TGFBR1
GO_Biological_Process_2018	positive regulation of nitric oxide biosynthetic process (GO:0045429)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	SMAD3
GO_Biological_Process_2018	protein import into nucleus, translocation (GO:0000060)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	BCL3
GO_Biological_Process_2018	respiratory chain complex IV assembly (GO:0008535)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	SMIM20
GO_Biological_Process_2018	signal transduction in response to DNA damage (GO:0042770)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	BCL3
GO_Biological_Process_2018	positive regulation of interleukin-12 production (GO:0032735)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	PLCB1
GO_Biological_Process_2018	negative regulation of epithelial to mesenchymal transition (GO:0010719)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	SMAD7
GO_Biological_Process_2018	positive regulation of nitric oxide metabolic process (GO:1904407)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	SMAD3
GO_Biological_Process_2018	in utero embryonic development (GO:0001701)	1/25	2.471677e-02	5.113815e-02	0	0	4.376316e+01	1.619356e+02	TGFBR1
GO_Biological_Process_2018	regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893)	1/26	2.569327e-02	5.247988e-02	0	0	4.201053e+01	1.538226e+02	SMAD3
GO_Biological_Process_2018	positive regulation of wound healing (GO:0090303)	1/26	2.569327e-02	5.247988e-02	0	0	4.201053e+01	1.538226e+02	RREB1
GO_Biological_Process_2018	endocrine system development (GO:0035270)	1/26	2.569327e-02	5.247988e-02	0	0	4.201053e+01	1.538226e+02	TGFBR1
GO_Biological_Process_2018	positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	1/27	2.666885e-02	5.401285e-02	0	0	4.039271e+01	1.463937e+02	RREB1
GO_Biological_Process_2018	regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	1/27	2.666885e-02	5.401285e-02	0	0	4.039271e+01	1.463937e+02	RUNX1
GO_Biological_Process_2018	cellular response to ketone (GO:1901655)	1/28	2.764349e-02	5.505757e-02	0	0	3.889474e+01	1.395685e+02	AHR
GO_Biological_Process_2018	negative regulation of JNK cascade (GO:0046329)	1/28	2.764349e-02	5.505757e-02	0	0	3.889474e+01	1.395685e+02	MECOM
GO_Biological_Process_2018	production of miRNAs involved in gene silencing by miRNA (GO:0035196)	1/28	2.764349e-02	5.505757e-02	0	0	3.889474e+01	1.395685e+02	SMAD3
GO_Biological_Process_2018	chondrocyte differentiation (GO:0002062)	1/28	2.764349e-02	5.505757e-02	0	0	3.889474e+01	1.395685e+02	RUNX1
GO_Biological_Process_2018	regulation of striated muscle contraction (GO:0006942)	1/29	2.861721e-02	5.538814e-02	0	0	3.750376e+01	1.332789e+02	SMAD7
GO_Biological_Process_2018	regulation of macrophage derived foam cell differentiation (GO:0010743)	1/29	2.861721e-02	5.538814e-02	0	0	3.750376e+01	1.332789e+02	NFKBIA
GO_Biological_Process_2018	collagen fibril organization (GO:0030199)	1/29	2.861721e-02	5.538814e-02	0	0	3.750376e+01	1.332789e+02	TGFBR1
GO_Biological_Process_2018	regulation of keratinocyte differentiation (GO:0045616)	1/29	2.861721e-02	5.538814e-02	0	0	3.750376e+01	1.332789e+02	RUNX1
GO_Biological_Process_2018	regulation of embryonic development (GO:0045995)	1/29	2.861721e-02	5.538814e-02	0	0	3.750376e+01	1.332789e+02	PLCB1
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	1/29	2.861721e-02	5.538814e-02	0	0	3.750376e+01	1.332789e+02	RBPJ
GO_Biological_Process_2018	regulation of myoblast differentiation (GO:0045661)	1/29	2.861721e-02	5.538814e-02	0	0	3.750376e+01	1.332789e+02	PLCB1
GO_Biological_Process_2018	regulation of programmed cell death (GO:0043067)	2/268	2.899868e-02	5.548124e-02	0	0	8.234754e+00	2.915519e+01	MECOM;BCL3
GO_Biological_Process_2018	regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/30	2.959000e-02	5.548124e-02	0	0	3.620871e+01	1.274662e+02	RUNX1
GO_Biological_Process_2018	ATP-dependent chromatin remodeling (GO:0043044)	1/30	2.959000e-02	5.548124e-02	0	0	3.620871e+01	1.274662e+02	SMARCE1
GO_Biological_Process_2018	regulation of developmental growth (GO:0048638)	1/30	2.959000e-02	5.548124e-02	0	0	3.620871e+01	1.274662e+02	PLCB1
GO_Biological_Process_2018	negative regulation of stress-activated MAPK cascade (GO:0032873)	1/30	2.959000e-02	5.548124e-02	0	0	3.620871e+01	1.274662e+02	MECOM
GO_Biological_Process_2018	cellular response to cAMP (GO:0071320)	1/30	2.959000e-02	5.548124e-02	0	0	3.620871e+01	1.274662e+02	AHR
GO_Biological_Process_2018	positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	1/30	2.959000e-02	5.548124e-02	0	0	3.620871e+01	1.274662e+02	SMAD3
GO_Biological_Process_2018	negative regulation of transferase activity (GO:0051348)	1/30	2.959000e-02	5.548124e-02	0	0	3.620871e+01	1.274662e+02	SMAD7
GO_Biological_Process_2018	skeletal system morphogenesis (GO:0048705)	1/31	3.056186e-02	5.668818e-02	0	0	3.500000e+01	1.220801e+02	TGFBR1
GO_Biological_Process_2018	regulation of ubiquitin-protein transferase activity (GO:0051438)	1/31	3.056186e-02	5.668818e-02	0	0	3.500000e+01	1.220801e+02	SMAD7
GO_Biological_Process_2018	positive regulation of macromolecule metabolic process (GO:0010604)	2/276	3.061337e-02	5.668818e-02	0	0	7.991079e+00	2.785945e+01	SMAD3;TGFBR1
GO_Biological_Process_2018	regulation of nitric oxide biosynthetic process (GO:0045428)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	SMAD3
GO_Biological_Process_2018	protein deacetylation (GO:0006476)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	TBL1XR1
GO_Biological_Process_2018	negative regulation of BMP signaling pathway (GO:0030514)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	SMAD7
GO_Biological_Process_2018	cyclic-nucleotide-mediated signaling (GO:0019935)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	AHR
GO_Biological_Process_2018	regulation of cell-cell adhesion (GO:0022407)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	SMAD7
GO_Biological_Process_2018	negative regulation of fat cell differentiation (GO:0045599)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	SMAD3
GO_Biological_Process_2018	positive regulation of myeloid leukocyte differentiation (GO:0002763)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	RUNX1
GO_Biological_Process_2018	positive regulation of transcription factor import into nucleus (GO:0042993)	1/32	3.153280e-02	5.668818e-02	0	0	3.386927e+01	1.170768e+02	SMAD3
GO_Biological_Process_2018	intra-Golgi vesicle-mediated transport (GO:0006891)	1/33	3.250282e-02	5.693924e-02	0	0	3.280921e+01	1.124184e+02	COG6
GO_Biological_Process_2018	activation of MAPKK activity (GO:0000186)	1/33	3.250282e-02	5.693924e-02	0	0	3.280921e+01	1.124184e+02	TGFBR1
GO_Biological_Process_2018	positive regulation of cell-cell adhesion (GO:0022409)	1/33	3.250282e-02	5.693924e-02	0	0	3.280921e+01	1.124184e+02	SMAD7
GO_Biological_Process_2018	regulation of T cell differentiation (GO:0045580)	1/33	3.250282e-02	5.693924e-02	0	0	3.280921e+01	1.124184e+02	RUNX1
GO_Biological_Process_2018	regulation of interleukin-12 production (GO:0032655)	1/33	3.250282e-02	5.693924e-02	0	0	3.280921e+01	1.124184e+02	PLCB1
GO_Biological_Process_2018	positive regulation of Notch signaling pathway (GO:0045747)	1/33	3.250282e-02	5.693924e-02	0	0	3.280921e+01	1.124184e+02	RBPJ
GO_Biological_Process_2018	establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	1/33	3.250282e-02	5.693924e-02	0	0	3.280921e+01	1.124184e+02	PARD3B
GO_Biological_Process_2018	negative regulation of DNA binding (GO:0043392)	1/34	3.347191e-02	5.800186e-02	0	0	3.181340e+01	1.080717e+02	NFKBIA
GO_Biological_Process_2018	anterior/posterior pattern specification (GO:0009952)	1/34	3.347191e-02	5.800186e-02	0	0	3.181340e+01	1.080717e+02	TGFBR1
GO_Biological_Process_2018	positive regulation of muscle cell differentiation (GO:0051149)	1/34	3.347191e-02	5.800186e-02	0	0	3.181340e+01	1.080717e+02	PLCB1
GO_Biological_Process_2018	regulation of cardiac muscle contraction (GO:0055117)	1/35	3.444008e-02	5.946489e-02	0	0	3.087616e+01	1.040074e+02	SMAD7
GO_Biological_Process_2018	glutamate receptor signaling pathway (GO:0007215)	1/36	3.540733e-02	6.026780e-02	0	0	2.999248e+01	1.002000e+02	PLCB1
GO_Biological_Process_2018	histone deacetylation (GO:0016575)	1/36	3.540733e-02	6.026780e-02	0	0	2.999248e+01	1.002000e+02	TBL1XR1
GO_Biological_Process_2018	Wnt signaling pathway, calcium modulating pathway (GO:0007223)	1/36	3.540733e-02	6.026780e-02	0	0	2.999248e+01	1.002000e+02	PLCB1
GO_Biological_Process_2018	cardiac muscle tissue morphogenesis (GO:0055008)	1/36	3.540733e-02	6.026780e-02	0	0	2.999248e+01	1.002000e+02	SMAD7
GO_Biological_Process_2018	regulation of peptidyl-threonine phosphorylation (GO:0010799)	1/37	3.637366e-02	6.147661e-02	0	0	2.915789e+01	9.662665e+01	SMAD7
GO_Biological_Process_2018	positive regulation of stress fiber assembly (GO:0051496)	1/37	3.637366e-02	6.147661e-02	0	0	2.915789e+01	9.662665e+01	TGFBR1
GO_Biological_Process_2018	regulation of ossification (GO:0030278)	1/38	3.733907e-02	6.288685e-02	0	0	2.836842e+01	9.326729e+01	RBPJ
GO_Biological_Process_2018	signal transduction by p53 class mediator (GO:0072331)	1/39	3.830356e-02	6.428569e-02	0	0	2.762050e+01	9.010393e+01	BCL3
GO_Biological_Process_2018	regulation of cell migration (GO:0030334)	2/316	3.920702e-02	6.521877e-02	0	0	6.958953e+00	2.253935e+01	TGFBR1;SMAD7
GO_Biological_Process_2018	response to cAMP (GO:0051591)	1/40	3.926713e-02	6.521877e-02	0	0	2.691093e+01	8.712057e+01	AHR
GO_Biological_Process_2018	positive regulation of mitotic cell cycle phase transition (GO:1901992)	1/40	3.926713e-02	6.521877e-02	0	0	2.691093e+01	8.712057e+01	PLCB1
GO_Biological_Process_2018	negative regulation of STAT cascade (GO:1904893)	1/41	4.022979e-02	6.635841e-02	0	0	2.623684e+01	8.430285e+01	BCL3
GO_Biological_Process_2018	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	1/41	4.022979e-02	6.635841e-02	0	0	2.623684e+01	8.430285e+01	RREB1
GO_Biological_Process_2018	regulation of B cell proliferation (GO:0030888)	1/43	4.215235e-02	6.905505e-02	0	0	2.498496e+01	7.911400e+01	AHR
GO_Biological_Process_2018	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	1/43	4.215235e-02	6.905505e-02	0	0	2.498496e+01	7.911400e+01	BCL3
GO_Biological_Process_2018	adherens junction organization (GO:0034332)	1/44	4.311226e-02	6.991177e-02	0	0	2.440269e+01	7.672079e+01	SMAD7
GO_Biological_Process_2018	positive regulation of actin filament bundle assembly (GO:0032233)	1/44	4.311226e-02	6.991177e-02	0	0	2.440269e+01	7.672079e+01	TGFBR1
GO_Biological_Process_2018	mitotic nuclear envelope disassembly (GO:0007077)	1/44	4.311226e-02	6.991177e-02	0	0	2.440269e+01	7.672079e+01	NEK6
GO_Biological_Process_2018	protein complex subunit organization (GO:0071822)	1/45	4.407125e-02	7.086584e-02	0	0	2.384689e+01	7.444874e+01	TGFBR1
GO_Biological_Process_2018	negative regulation of ossification (GO:0030279)	1/45	4.407125e-02	7.086584e-02	0	0	2.384689e+01	7.444874e+01	RBPJ
GO_Biological_Process_2018	interleukin-12-mediated signaling pathway (GO:0035722)	1/46	4.502934e-02	7.086584e-02	0	0	2.331579e+01	7.228923e+01	PLCB1
GO_Biological_Process_2018	regulation of G1/S transition of mitotic cell cycle (GO:2000045)	1/46	4.502934e-02	7.086584e-02	0	0	2.331579e+01	7.228923e+01	PLCB1
GO_Biological_Process_2018	regulation of cellular component movement (GO:0051270)	1/46	4.502934e-02	7.086584e-02	0	0	2.331579e+01	7.228923e+01	TGFBR1
GO_Biological_Process_2018	negative regulation of protein modification by small protein conjugation or removal (GO:1903321)	1/46	4.502934e-02	7.086584e-02	0	0	2.331579e+01	7.228923e+01	SMAD7
GO_Biological_Process_2018	cellular response to interleukin-12 (GO:0071349)	1/46	4.502934e-02	7.086584e-02	0	0	2.331579e+01	7.228923e+01	PLCB1
GO_Biological_Process_2018	nuclear envelope disassembly (GO:0051081)	1/46	4.502934e-02	7.086584e-02	0	0	2.331579e+01	7.228923e+01	NEK6
GO_Biological_Process_2018	cartilage development (GO:0051216)	1/46	4.502934e-02	7.086584e-02	0	0	2.331579e+01	7.228923e+01	RUNX1
GO_Biological_Process_2018	inositol phosphate metabolic process (GO:0043647)	1/47	4.598651e-02	7.120491e-02	0	0	2.280778e+01	7.023444e+01	PLCB1
GO_Biological_Process_2018	positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	1/47	4.598651e-02	7.120491e-02	0	0	2.280778e+01	7.023444e+01	TGFBR1
GO_Biological_Process_2018	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	1/47	4.598651e-02	7.120491e-02	0	0	2.280778e+01	7.023444e+01	NFKBIA
GO_Biological_Process_2018	negative regulation of JAK-STAT cascade (GO:0046426)	1/47	4.598651e-02	7.120491e-02	0	0	2.280778e+01	7.023444e+01	BCL3
GO_Biological_Process_2018	polyol metabolic process (GO:0019751)	1/47	4.598651e-02	7.120491e-02	0	0	2.280778e+01	7.023444e+01	PLCB1
GO_Biological_Process_2018	negative regulation of mitotic cell cycle (GO:0045930)	1/48	4.694276e-02	7.198890e-02	0	0	2.232139e+01	6.827725e+01	SMAD3
GO_Biological_Process_2018	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/48	4.694276e-02	7.198890e-02	0	0	2.232139e+01	6.827725e+01	BCL3
GO_Biological_Process_2018	regulation of epithelial cell migration (GO:0010632)	1/48	4.694276e-02	7.198890e-02	0	0	2.232139e+01	6.827725e+01	RREB1
GO_Biological_Process_2018	regulation of megakaryocyte differentiation (GO:0045652)	1/49	4.789811e-02	7.322004e-02	0	0	2.185526e+01	6.641113e+01	RUNX1
GO_Biological_Process_2018	regulation of cellular protein metabolic process (GO:0032268)	1/50	4.885255e-02	7.397232e-02	0	0	2.140816e+01	6.463015e+01	NFKBIA
GO_Biological_Process_2018	heart morphogenesis (GO:0003007)	1/50	4.885255e-02	7.397232e-02	0	0	2.140816e+01	6.463015e+01	TGFBR1
GO_Biological_Process_2018	negative regulation of protein ubiquitination (GO:0031397)	1/50	4.885255e-02	7.397232e-02	0	0	2.140816e+01	6.463015e+01	SMAD7
GO_Biological_Process_2018	positive regulation of developmental growth (GO:0048639)	1/51	4.980608e-02	7.517899e-02	0	0	2.097895e+01	6.292883e+01	PLCB1
GO_Biological_Process_2018	positive regulation of cell-substrate adhesion (GO:0010811)	1/52	5.075870e-02	7.637673e-02	0	0	2.056656e+01	6.130219e+01	RREB1
GO_Biological_Process_2018	embryonic organ development (GO:0048568)	1/53	5.171041e-02	7.756562e-02	0	0	2.017004e+01	5.974560e+01	RBPJ
GO_Biological_Process_2018	DNA recombination (GO:0006310)	1/55	5.361112e-02	7.966978e-02	0	0	1.942105e+01	5.682598e+01	RBPJ
